"","scenarioID","model","nIteration","pos","ratePos","mEs","nA","nB","nEff","sampleSize","samplePrior","p1","p2","p3","marginColiVBAT"
"166","scenario248","bayesglm",1460,1418,0.971232876712329,-0.0306668933676194,546.000684931507,294.548630136986,840.549315068493,1060,300,0.4,"0.37",0.4,"-0.03"
"167","scenario249","bayesglm",1460,1427,0.977397260273973,-0.0294846710300708,555.928082191781,300.298630136986,856.226712328767,1080,300,0.4,"0.37",0.4,"-0.03"
"168","scenario25","bayesglm",1460,76,0.0520547945205479,0.101442840603061,349.83698630137,188.797945205479,538.634931506849,680,300,0.4,"0.5",0.4,"0.1"
"169","scenario250","bayesglm",1460,1428,0.978082191780822,-0.030381349180711,566.768493150685,304.975342465753,871.743835616438,1100,300,0.4,"0.37",0.4,"-0.03"
"170","scenario251","bayesglm",1460,1429,0.978767123287671,-0.029274203611497,576.615068493151,310.821232876712,887.436301369863,1120,300,0.4,"0.37",0.4,"-0.03"
"171","scenario252","bayesglm",1460,1431,0.98013698630137,-0.0301258071594674,586.555479452055,316.577397260274,903.132876712329,1140,300,0.4,"0.37",0.4,"-0.03"
"172","scenario253","bayesglm",1460,1436,0.983561643835616,-0.0293272630440812,597.580821917808,321.835616438356,919.416438356164,1160,300,0.4,"0.37",0.4,"-0.03"
"173","scenario254","bayesglm",1460,1434,0.982191780821918,-0.0291843396841178,608.143835616438,327.302739726027,935.446575342466,1180,300,0.4,"0.37",0.4,"-0.03"
"174","scenario255","bayesglm",1460,1448,0.991780821917808,-0.0295951658983041,616.932191780822,333.552739726027,950.484931506849,1200,300,0.4,"0.37",0.4,"-0.03"
"175","scenario256","bayesglm",1459,751,0.514736120630569,-0.0394774448511927,102.723783413297,55.6456477039068,158.369431117204,200,300,0.4,"0.36",0.4,"-0.04"
"176","scenario257","bayesglm",1460,798,0.546575342465753,-0.0387390507461021,113.5,60.8109589041096,174.31095890411,220,300,0.4,"0.36",0.4,"-0.04"
"177","scenario258","bayesglm",1460,847,0.58013698630137,-0.0404612098384335,123.534931506849,66.8191780821918,190.354109589041,240,300,0.4,"0.36",0.4,"-0.04"
"178","scenario259","bayesglm",1460,889,0.608904109589041,-0.0401540363035866,134.154794520548,71.9623287671233,206.117123287671,260,300,0.4,"0.36",0.4,"-0.04"
"179","scenario26","bayesglm",1460,74,0.0506849315068493,0.0993574559881743,360.395890410959,194.041780821918,554.437671232877,700,300,0.4,"0.5",0.4,"0.1"
"180","scenario260","bayesglm",1460,943,0.645890410958904,-0.0421776808381495,144.17602739726,77.7609589041096,221.93698630137,280,300,0.4,"0.36",0.4,"-0.04"
"181","scenario261","bayesglm",1460,934,0.63972602739726,-0.0350860907935456,154.41301369863,83.3102739726027,237.723287671233,300,300,0.4,"0.36",0.4,"-0.04"
"182","scenario262","bayesglm",1460,1022,0.7,-0.0399440154460892,164.833561643836,88.7575342465753,253.591095890411,320,300,0.4,"0.36",0.4,"-0.04"
"183","scenario263","bayesglm",1460,1048,0.717808219178082,-0.0401984131475599,174.841095890411,94.5191780821918,269.360273972603,340,300,0.4,"0.36",0.4,"-0.04"
"184","scenario264","bayesglm",1460,1089,0.745890410958904,-0.0396304603831218,185.471917808219,99.7212328767123,285.193150684932,360,300,0.4,"0.36",0.4,"-0.04"
"185","scenario265","bayesglm",1460,1099,0.752739726027397,-0.0391220166635993,195.755479452055,105.321917808219,301.077397260274,380,300,0.4,"0.36",0.4,"-0.04"
"186","scenario266","bayesglm",1460,1135,0.777397260273973,-0.0397978686228684,205.987671232877,111.168493150685,317.156164383562,400,300,0.4,"0.36",0.4,"-0.04"
"187","scenario267","bayesglm",1460,1178,0.806849315068493,-0.0444586336698361,216.180136986301,116.321917808219,332.502054794521,420,300,0.4,"0.36",0.4,"-0.04"
"188","scenario268","bayesglm",1460,1177,0.806164383561644,-0.0427612310584354,226.108904109589,122.313698630137,348.422602739726,440,300,0.4,"0.36",0.4,"-0.04"
"189","scenario269","bayesglm",1460,1208,0.827397260273973,-0.0401280030157792,236.866438356164,127.858904109589,364.725342465753,460,300,0.4,"0.36",0.4,"-0.04"
"190","scenario27","bayesglm",1460,80,0.0547945205479452,0.0979297025979383,370.709589041096,200.114383561644,570.82397260274,720,300,0.4,"0.5",0.4,"0.1"
"191","scenario270","bayesglm",1460,1220,0.835616438356164,-0.0391083771940873,247.148630136986,132.862328767123,380.01095890411,480,300,0.4,"0.36",0.4,"-0.04"
"192","scenario271","bayesglm",1460,1213,0.830821917808219,-0.0367585558735445,257.177397260274,138.916438356164,396.093835616438,500,300,0.4,"0.36",0.4,"-0.04"
"193","scenario272","bayesglm",1460,1276,0.873972602739726,-0.0439467621173085,267.385616438356,144.604794520548,411.990410958904,520,300,0.4,"0.36",0.4,"-0.04"
"194","scenario273","bayesglm",1460,1262,0.864383561643836,-0.0369614726127988,278.002054794521,149.912328767123,427.914383561644,540,300,0.4,"0.36",0.4,"-0.04"
"195","scenario274","bayesglm",1460,1269,0.869178082191781,-0.0397281918223029,288.553424657534,155.048630136986,443.602054794521,560,300,0.4,"0.36",0.4,"-0.04"
"196","scenario275","bayesglm",1460,1306,0.894520547945206,-0.0409814848297354,298.383561643836,160.945205479452,459.328767123288,580,300,0.4,"0.36",0.4,"-0.04"
"197","scenario276","bayesglm",1460,1305,0.893835616438356,-0.0392384406696725,308.733561643836,166.67602739726,475.409589041096,600,300,0.4,"0.36",0.4,"-0.04"
"198","scenario277","bayesglm",1460,1310,0.897260273972603,-0.0398399525410829,319.778767123288,171.602054794521,491.380821917808,620,300,0.4,"0.36",0.4,"-0.04"
"199","scenario278","bayesglm",1460,1331,0.911643835616438,-0.0393311881507371,329.456164383562,177.383561643836,506.839726027397,640,300,0.4,"0.36",0.4,"-0.04"
"200","scenario279","bayesglm",1460,1329,0.91027397260274,-0.038876771370231,339.883561643836,182.905479452055,522.78904109589,660,300,0.4,"0.36",0.4,"-0.04"
"201","scenario28","bayesglm",1460,71,0.0486301369863014,0.101157349296884,381.25,205.345205479452,586.595205479452,740,300,0.4,"0.5",0.4,"0.1"
"202","scenario280","bayesglm",1460,1361,0.932191780821918,-0.043040649893756,350.061643835616,188.928082191781,538.989726027397,680,300,0.4,"0.36",0.4,"-0.04"
"203","scenario281","bayesglm",1460,1364,0.934246575342466,-0.0406830147240417,360.872602739726,194.130821917808,555.003424657534,700,300,0.4,"0.36",0.4,"-0.04"
"204","scenario282","bayesglm",1460,1380,0.945205479452055,-0.0403639226911129,370.828082191781,199.691780821918,570.519863013699,720,300,0.4,"0.36",0.4,"-0.04"
"205","scenario283","bayesglm",1460,1376,0.942465753424658,-0.0397577660423965,381.68698630137,205.08698630137,586.77397260274,740,300,0.4,"0.36",0.4,"-0.04"
"206","scenario284","bayesglm",1460,1379,0.944520547945205,-0.0388764193113937,391.567123287671,210.915753424658,602.482876712329,760,300,0.4,"0.36",0.4,"-0.04"
"207","scenario285","bayesglm",1460,1398,0.957534246575342,-0.0399461445169373,402.019178082192,215.991095890411,618.010273972603,780,300,0.4,"0.36",0.4,"-0.04"
"208","scenario286","bayesglm",1460,1392,0.953424657534247,-0.0410453414277828,412.217808219178,221.332876712329,633.550684931507,800,300,0.4,"0.36",0.4,"-0.04"
"209","scenario287","bayesglm",1460,1391,0.952739726027397,-0.0382276904486906,421.982876712329,228.028082191781,650.01095890411,820,300,0.4,"0.36",0.4,"-0.04"
"210","scenario288","bayesglm",1460,1407,0.963698630136986,-0.0413302667749275,432.378767123288,233.003424657534,665.382191780822,840,300,0.4,"0.36",0.4,"-0.04"
"211","scenario289","bayesglm",1460,1405,0.962328767123288,-0.0399795797193357,442.867123287671,238.891095890411,681.758219178082,860,300,0.4,"0.36",0.4,"-0.04"
"212","scenario29","bayesglm",1460,70,0.0479452054794521,0.0991229362134915,391.557534246575,210.488356164384,602.045890410959,760,300,0.4,"0.5",0.4,"0.1"
"213","scenario290","bayesglm",1460,1419,0.971917808219178,-0.0380248101130808,453.956164383562,244.021917808219,697.978082191781,880,300,0.4,"0.36",0.4,"-0.04"
"214","scenario291","bayesglm",1460,1421,0.973287671232877,-0.0414359832505897,463.043835616438,250.120547945205,713.164383561644,900,300,0.4,"0.36",0.4,"-0.04"
"215","scenario292","bayesglm",1460,1423,0.974657534246575,-0.0411386831971287,474.001369863014,255.180821917808,729.182191780822,920,300,0.4,"0.36",0.4,"-0.04"
"216","scenario293","bayesglm",1460,1415,0.969178082191781,-0.0383227394562299,484.221232876712,261.190410958904,745.411643835616,940,300,0.4,"0.36",0.4,"-0.04"
"217","scenario294","bayesglm",1460,1436,0.983561643835616,-0.0411924332304388,494.932876712329,265.640410958904,760.573287671233,960,300,0.4,"0.36",0.4,"-0.04"
"218","scenario295","bayesglm",1460,1432,0.980821917808219,-0.0402884134707879,505.475342465753,271.725342465753,777.200684931507,980,300,0.4,"0.36",0.4,"-0.04"
"219","scenario296","bayesglm",1460,1442,0.987671232876712,-0.0411290231303293,515.391780821918,276.910273972603,792.30205479452,1000,300,0.4,"0.36",0.4,"-0.04"
"220","scenario297","bayesglm",1460,1431,0.98013698630137,-0.0406612289259703,525.093835616438,282.671917808219,807.765753424658,1020,300,0.4,"0.36",0.4,"-0.04"
"221","scenario298","bayesglm",1460,1446,0.99041095890411,-0.0398031867230497,535.613698630137,287.949315068493,823.56301369863,1040,300,0.4,"0.36",0.4,"-0.04"
"222","scenario299","bayesglm",1460,1442,0.987671232876712,-0.0409884234131275,545.969863013699,294.536301369863,840.506164383562,1060,300,0.4,"0.36",0.4,"-0.04"
"223","scenario3","bayesglm",1460,55,0.0376712328767123,0.102168189720993,123.504109589041,66.5691780821918,190.073287671233,240,300,0.4,"0.5",0.4,"0.1"
"224","scenario30","bayesglm",1460,65,0.0445205479452055,0.0991399332474424,402.124657534247,216.043835616438,618.168493150685,780,300,0.4,"0.5",0.4,"0.1"
"225","scenario300","bayesglm",1460,1433,0.981506849315068,-0.0389734580527103,555.869863013699,299.875342465753,855.745205479452,1080,300,0.4,"0.36",0.4,"-0.04"
"226","scenario301","bayesglm",1460,1444,0.989041095890411,-0.0405335437718454,565.83698630137,305.455479452055,871.292465753425,1100,300,0.4,"0.36",0.4,"-0.04"
"227","scenario302","bayesglm",1460,1443,0.988356164383562,-0.0378870795698797,576.934931506849,310.430821917808,887.365753424658,1120,300,0.4,"0.36",0.4,"-0.04"
"228","scenario303","bayesglm",1460,1451,0.993835616438356,-0.0405399268938122,587.291780821918,316.067123287671,903.358904109589,1140,300,0.4,"0.36",0.4,"-0.04"
"229","scenario304","bayesglm",1460,1441,0.986986301369863,-0.0386306878044436,598.012328767123,321.647945205479,919.660273972603,1160,300,0.4,"0.36",0.4,"-0.04"
"230","scenario305","bayesglm",1460,1449,0.992465753424657,-0.0404766269666439,607.92397260274,327.425342465753,935.349315068493,1180,300,0.4,"0.36",0.4,"-0.04"
"231","scenario306","bayesglm",1460,1446,0.99041095890411,-0.0396398719372515,617.761643835616,333.172602739726,950.934246575342,1200,300,0.4,"0.36",0.4,"-0.04"
"232","scenario307","bayesglm",1460,835,0.571917808219178,-0.0494157420716674,102.901369863014,55.4856164383562,158.38698630137,200,300,0.4,"0.35",0.4,"-0.05"
"233","scenario308","bayesglm",1460,877,0.600684931506849,-0.0489380649037847,113.420547945205,60.9280821917808,174.348630136986,220,300,0.4,"0.35",0.4,"-0.05"
"234","scenario309","bayesglm",1460,915,0.626712328767123,-0.0505642374896522,123.664383561644,66.7184931506849,190.382876712329,240,300,0.4,"0.35",0.4,"-0.05"
"235","scenario31","bayesglm",1460,64,0.0438356164383562,0.10109153884778,412.23904109589,221.534246575342,633.773287671233,800,300,0.4,"0.5",0.4,"0.1"
"236","scenario310","bayesglm",1460,955,0.654109589041096,-0.0481684713714852,133.957534246575,72.3869863013699,206.344520547945,260,300,0.4,"0.35",0.4,"-0.05"
"237","scenario311","bayesglm",1460,968,0.663013698630137,-0.0472079994477077,143.990410958904,77.75,221.740410958904,280,300,0.4,"0.35",0.4,"-0.05"
"238","scenario312","bayesglm",1460,1066,0.73013698630137,-0.0516607946847507,154.859589041096,83.0568493150685,237.916438356164,300,300,0.4,"0.35",0.4,"-0.05"
"239","scenario313","bayesglm",1460,1100,0.753424657534247,-0.0480327472957518,164.777397260274,89.0205479452055,253.797945205479,320,300,0.4,"0.35",0.4,"-0.05"
"240","scenario314","bayesglm",1460,1100,0.753424657534247,-0.0488533996813784,174.673287671233,94.3808219178082,269.054109589041,340,300,0.4,"0.35",0.4,"-0.05"
"241","scenario315","bayesglm",1460,1161,0.795205479452055,-0.0513327110972527,185.295890410959,99.7438356164384,285.039726027397,360,300,0.4,"0.35",0.4,"-0.05"
"242","scenario316","bayesglm",1460,1164,0.797260273972603,-0.0497846860795542,195.867808219178,105.247260273973,301.115068493151,380,300,0.4,"0.35",0.4,"-0.05"
"243","scenario317","bayesglm",1460,1197,0.81986301369863,-0.0491545868076299,205.909589041096,111.075342465753,316.984931506849,400,300,0.4,"0.35",0.4,"-0.05"
"244","scenario318","bayesglm",1460,1249,0.855479452054794,-0.0508490775181385,216.038356164384,116.670547945205,332.708904109589,420,300,0.4,"0.35",0.4,"-0.05"
"245","scenario319","bayesglm",1460,1219,0.834931506849315,-0.0484140974097265,227.045205479452,121.750684931507,348.795890410959,440,300,0.4,"0.35",0.4,"-0.05"
"246","scenario32","bayesglm",1460,79,0.0541095890410959,0.0996333338313325,422.294520547945,227.707534246575,650.002054794521,820,300,0.4,"0.5",0.4,"0.1"
"247","scenario320","bayesglm",1460,1236,0.846575342465753,-0.0495364351120819,236.800684931507,127.615753424658,364.416438356164,460,300,0.4,"0.35",0.4,"-0.05"
"248","scenario321","bayesglm",1460,1258,0.861643835616438,-0.0496294524642321,246.828082191781,132.927397260274,379.755479452055,480,300,0.4,"0.35",0.4,"-0.05"
"249","scenario322","bayesglm",1460,1307,0.895205479452055,-0.0518161119664441,257.730821917808,138.537671232877,396.268493150685,500,300,0.4,"0.35",0.4,"-0.05"
"250","scenario323","bayesglm",1460,1310,0.897260273972603,-0.0474286571932914,267.608219178082,144.178082191781,411.786301369863,520,300,0.4,"0.35",0.4,"-0.05"
"251","scenario324","bayesglm",1460,1310,0.897260273972603,-0.0483540862156187,278.193835616438,149.779452054795,427.973287671233,540,300,0.4,"0.35",0.4,"-0.05"
"252","scenario325","bayesglm",1460,1332,0.912328767123288,-0.0499850106611495,288.536301369863,155.232876712329,443.769178082192,560,300,0.4,"0.35",0.4,"-0.05"
"253","scenario326","bayesglm",1460,1351,0.925342465753425,-0.049751864961309,298.148630136986,161.354794520548,459.503424657534,580,300,0.4,"0.35",0.4,"-0.05"
"254","scenario327","bayesglm",1460,1351,0.925342465753425,-0.0495623199927973,309.169863013699,165.86095890411,475.030821917808,600,300,0.4,"0.35",0.4,"-0.05"
"255","scenario328","bayesglm",1460,1371,0.939041095890411,-0.0486179069890403,319.428767123288,171.820547945205,491.249315068493,620,300,0.4,"0.35",0.4,"-0.05"
"256","scenario329","bayesglm",1460,1387,0.95,-0.0493622346963245,329.527397260274,177.813698630137,507.341095890411,640,300,0.4,"0.35",0.4,"-0.05"
"257","scenario33","bayesglm",1460,75,0.0513698630136986,0.099020210792004,432.507534246575,233.165753424658,665.673287671233,840,300,0.4,"0.5",0.4,"0.1"
"258","scenario330","bayesglm",1460,1378,0.943835616438356,-0.049168516055464,339.881506849315,183.099315068493,522.980821917808,660,300,0.4,"0.35",0.4,"-0.05"
"259","scenario331","bayesglm",1460,1380,0.945205479452055,-0.0485246207992214,350.034246575342,188.965068493151,538.999315068493,680,300,0.4,"0.35",0.4,"-0.05"
"260","scenario332","bayesglm",1460,1396,0.956164383561644,-0.0503996807656902,360.879452054795,193.905479452055,554.784931506849,700,300,0.4,"0.35",0.4,"-0.05"
"261","scenario333","bayesglm",1460,1403,0.960958904109589,-0.0505587079595196,370.736301369863,199.456164383562,570.192465753425,720,300,0.4,"0.35",0.4,"-0.05"
"262","scenario334","bayesglm",1460,1421,0.973287671232877,-0.0489872023026024,380.590410958904,206.065753424658,586.656164383562,740,300,0.4,"0.35",0.4,"-0.05"
"263","scenario335","bayesglm",1460,1408,0.964383561643836,-0.0498756258785955,391.181506849315,211.046575342466,602.228082191781,760,300,0.4,"0.35",0.4,"-0.05"
"264","scenario336","bayesglm",1460,1415,0.969178082191781,-0.0497979519365712,401.121232876712,216.642465753425,617.763698630137,780,300,0.4,"0.35",0.4,"-0.05"
"265","scenario337","bayesglm",1460,1413,0.967808219178082,-0.0494365358550259,411.25,221.816438356164,633.066438356164,800,300,0.4,"0.35",0.4,"-0.05"
"266","scenario338","bayesglm",1460,1428,0.978082191780822,-0.0505015144814811,422.384246575342,227.725342465753,650.109589041096,820,300,0.4,"0.35",0.4,"-0.05"
"267","scenario339","bayesglm",1460,1441,0.986986301369863,-0.0509374397157451,433.171917808219,233.404794520548,666.576712328767,840,300,0.4,"0.35",0.4,"-0.05"
"268","scenario34","bayesglm",1460,67,0.0458904109589041,0.0988221165311882,443.400684931507,238.388356164384,681.78904109589,860,300,0.4,"0.5",0.4,"0.1"
"269","scenario340","bayesglm",1460,1429,0.978767123287671,-0.0500071011157616,442.419863013699,238.97602739726,681.395890410959,860,300,0.4,"0.35",0.4,"-0.05"
"270","scenario341","bayesglm",1460,1446,0.99041095890411,-0.0490801409561742,453.025342465753,244.202739726027,697.228082191781,880,300,0.4,"0.35",0.4,"-0.05"
"271","scenario342","bayesglm",1460,1434,0.982191780821918,-0.0488008425413679,462.588356164384,250.33698630137,712.925342465753,900,300,0.4,"0.35",0.4,"-0.05"
"272","scenario343","bayesglm",1460,1449,0.992465753424657,-0.0517427479938434,473.511643835616,254.902739726027,728.414383561644,920,300,0.4,"0.35",0.4,"-0.05"
"273","scenario344","bayesglm",1460,1447,0.991095890410959,-0.0513771693680545,484.463698630137,261.013698630137,745.477397260274,940,300,0.4,"0.35",0.4,"-0.05"
"274","scenario345","bayesglm",1460,1443,0.988356164383562,-0.0506059432195112,493.200684931507,267.612328767123,760.81301369863,960,300,0.4,"0.35",0.4,"-0.05"
"275","scenario346","bayesglm",1460,1442,0.987671232876712,-0.0485640427677981,504.278767123288,271.68904109589,775.967808219178,980,300,0.4,"0.35",0.4,"-0.05"
"276","scenario347","bayesglm",1460,1441,0.986986301369863,-0.0482350149521687,514.632191780822,277.649315068493,792.281506849315,1000,300,0.4,"0.35",0.4,"-0.05"
"277","scenario348","bayesglm",1460,1451,0.993835616438356,-0.0497800124393086,525.144520547945,283.057534246575,808.202054794521,1020,300,0.4,"0.35",0.4,"-0.05"
"278","scenario349","bayesglm",1460,1451,0.993835616438356,-0.0497893169098827,535.475342465753,288.721232876712,824.196575342466,1040,300,0.4,"0.35",0.4,"-0.05"
"279","scenario35","bayesglm",1460,85,0.0582191780821918,0.100746340701078,453.330821917808,244.250684931507,697.581506849315,880,300,0.4,"0.5",0.4,"0.1"
"280","scenario350","bayesglm",1460,1451,0.993835616438356,-0.0502767187942688,544.786301369863,294.635616438356,839.421917808219,1060,300,0.4,"0.35",0.4,"-0.05"
"281","scenario351","bayesglm",1460,1451,0.993835616438356,-0.0516236577689758,555.502054794521,300.130136986301,855.632191780822,1080,300,0.4,"0.35",0.4,"-0.05"
"282","scenario352","bayesglm",1460,1453,0.995205479452055,-0.0501072378030298,566.844520547945,304.462328767123,871.306849315068,1100,300,0.4,"0.35",0.4,"-0.05"
"283","scenario353","bayesglm",1460,1450,0.993150684931507,-0.0505328971113612,576.37397260274,310.980821917808,887.354794520548,1120,300,0.4,"0.35",0.4,"-0.05"
"284","scenario354","bayesglm",1460,1455,0.996575342465753,-0.0511676345500392,586.854794520548,316.509589041096,903.364383561644,1140,300,0.4,"0.35",0.4,"-0.05"
"285","scenario355","bayesglm",1460,1454,0.995890410958904,-0.0502342450021713,596.714383561644,322.426712328767,919.141095890411,1160,300,0.4,"0.35",0.4,"-0.05"
"286","scenario356","bayesglm",1460,1454,0.995890410958904,-0.0495571870445862,607.143150684931,328.011643835616,935.154794520548,1180,300,0.4,"0.35",0.4,"-0.05"
"287","scenario357","bayesglm",1460,1454,0.995890410958904,-0.0503671895927501,617.779452054795,332.91301369863,950.692465753425,1200,300,0.4,"0.35",0.4,"-0.05"
"288","scenario36","bayesglm",1460,70,0.0479452054794521,0.101348458915369,463.134246575342,250.036301369863,713.170547945205,900,300,0.4,"0.5",0.4,"0.1"
"289","scenario37","bayesglm",1460,81,0.0554794520547945,0.101539554754554,473.66095890411,255.043150684932,728.704109589041,920,300,0.4,"0.5",0.4,"0.1"
"290","scenario38","bayesglm",1460,97,0.0664383561643836,0.0976160841718433,484.191095890411,261.104109589041,745.295205479452,940,300,0.4,"0.5",0.4,"0.1"
"291","scenario39","bayesglm",1460,77,0.0527397260273973,0.0991681340007512,495.478082191781,265.552739726027,761.030821917808,960,300,0.4,"0.5",0.4,"0.1"
"292","scenario4","bayesglm",1460,81,0.0554794520547945,0.0999360549363957,133.845205479452,72.0198630136986,205.865068493151,260,300,0.4,"0.5",0.4,"0.1"
"293","scenario40","bayesglm",1460,70,0.0479452054794521,0.100761987184891,505.245890410959,271.781506849315,777.027397260274,980,300,0.4,"0.5",0.4,"0.1"
"294","scenario41","bayesglm",1460,75,0.0513698630136986,0.0992123658109017,515.133561643836,277.446575342466,792.580136986301,1000,300,0.4,"0.5",0.4,"0.1"
"295","scenario42","bayesglm",1460,78,0.0534246575342466,0.100812832284979,526.084246575342,282.38904109589,808.473287671233,1020,300,0.4,"0.5",0.4,"0.1"
"296","scenario43","bayesglm",1460,81,0.0554794520547945,0.0986509311226537,535.430136986301,288.717808219178,824.147945205479,1040,300,0.4,"0.5",0.4,"0.1"
"297","scenario44","bayesglm",1460,75,0.0513698630136986,0.100214865536142,545.387671232877,293.990410958904,839.378082191781,1060,300,0.4,"0.5",0.4,"0.1"
"298","scenario45","bayesglm",1460,75,0.0513698630136986,0.0987682144316265,555.230821917808,300.019178082192,855.25,1080,300,0.4,"0.5",0.4,"0.1"
"299","scenario46","bayesglm",1460,69,0.0472602739726027,0.100140345800612,566.598630136986,305.331506849315,871.930136986301,1100,300,0.4,"0.5",0.4,"0.1"
"300","scenario47","bayesglm",1460,75,0.0513698630136986,0.0994422430121343,577.116438356164,311.073287671233,888.189726027397,1120,300,0.4,"0.5",0.4,"0.1"
"301","scenario48","bayesglm",1460,77,0.0527397260273973,0.100435361691849,586.976712328767,316.604109589041,903.580821917808,1140,300,0.4,"0.5",0.4,"0.1"
"302","scenario49","bayesglm",1460,76,0.0520547945205479,0.100226891960983,598.33904109589,321.225342465753,919.564383561644,1160,300,0.4,"0.5",0.4,"0.1"
"303","scenario5","bayesglm",1460,71,0.0486301369863014,0.101307871038104,144.230821917808,77.8623287671233,222.093150684932,280,300,0.4,"0.5",0.4,"0.1"
"304","scenario50","bayesglm",1460,61,0.0417808219178082,0.100439862849026,608.179452054795,327.284246575342,935.463698630137,1180,300,0.4,"0.5",0.4,"0.1"
"305","scenario51","bayesglm",1460,69,0.0472602739726027,0.100127804203981,617.889726027397,333.287671232877,951.177397260274,1200,300,0.4,"0.5",0.4,"0.1"
"306","scenario52","bayesglm",1460,202,0.138356164383562,0.0525167335436932,102.715068493151,55.6027397260274,158.317808219178,200,300,0.4,"0.45",0.4,"0.05"
"307","scenario53","bayesglm",1460,222,0.152054794520548,0.0499662939722421,113.263698630137,61.1904109589041,174.454109589041,220,300,0.4,"0.45",0.4,"0.05"
"308","scenario54","bayesglm",1460,218,0.149315068493151,0.0524052561036896,123.384246575342,66.6465753424658,190.030821917808,240,300,0.4,"0.45",0.4,"0.05"
"309","scenario55","bayesglm",1460,243,0.166438356164384,0.053182559921572,134.4,71.9465753424657,206.346575342466,260,300,0.4,"0.45",0.4,"0.05"
"310","scenario56","bayesglm",1460,256,0.175342465753425,0.0506742317787966,144.215068493151,77.6260273972603,221.841095890411,280,300,0.4,"0.45",0.4,"0.05"
"311","scenario57","bayesglm",1460,273,0.186986301369863,0.0518453967066104,154.191780821918,83.377397260274,237.569178082192,300,300,0.4,"0.45",0.4,"0.05"
"312","scenario58","bayesglm",1460,281,0.192465753424658,0.0513568460420798,164.922602739726,88.9835616438356,253.906164383562,320,300,0.4,"0.45",0.4,"0.05"
"313","scenario59","bayesglm",1460,295,0.202054794520548,0.0480235024017351,175.249315068493,94.2958904109589,269.545205479452,340,300,0.4,"0.45",0.4,"0.05"
"314","scenario6","bayesglm",1460,66,0.0452054794520548,0.103237841529807,154.819863013699,83.1616438356164,237.981506849315,300,300,0.4,"0.5",0.4,"0.1"
"315","scenario60","bayesglm",1460,292,0.2,0.0499934494974438,185.520547945205,99.6924657534247,285.21301369863,360,300,0.4,"0.45",0.4,"0.05"
"316","scenario61","bayesglm",1460,300,0.205479452054795,0.0506552905979414,195.349315068493,105.515753424658,300.865068493151,380,300,0.4,"0.45",0.4,"0.05"
"317","scenario62","bayesglm",1460,343,0.234931506849315,0.0465008836443322,206.246575342466,110.870547945205,317.117123287671,400,300,0.4,"0.45",0.4,"0.05"
"318","scenario63","bayesglm",1460,326,0.223287671232877,0.0476988495497096,216.882191780822,116.206164383562,333.088356164384,420,300,0.4,"0.45",0.4,"0.05"
"319","scenario64","bayesglm",1460,326,0.223287671232877,0.0520491071116757,226.382191780822,122.277397260274,348.659589041096,440,300,0.4,"0.45",0.4,"0.05"
"320","scenario65","bayesglm",1460,345,0.236301369863014,0.0497951830399014,237.36301369863,127.385616438356,364.748630136986,460,300,0.4,"0.45",0.4,"0.05"
"321","scenario66","bayesglm",1460,342,0.234246575342466,0.0497264482069281,246.842465753425,133.476712328767,380.319178082192,480,300,0.4,"0.45",0.4,"0.05"
"322","scenario67","bayesglm",1460,386,0.264383561643836,0.0478005012140253,257.565753424658,138.879452054795,396.445205479452,500,300,0.4,"0.45",0.4,"0.05"
"323","scenario68","bayesglm",1460,336,0.23013698630137,0.0515673105004322,267.76095890411,144.565068493151,412.32602739726,520,300,0.4,"0.45",0.4,"0.05"
"324","scenario69","bayesglm",1460,364,0.249315068493151,0.0491925971893277,277.880821917808,150.057534246575,427.938356164384,540,300,0.4,"0.45",0.4,"0.05"
"325","scenario7","bayesglm",1460,74,0.0506849315068493,0.0995662058462352,165.032191780822,88.4732876712329,253.505479452055,320,300,0.4,"0.5",0.4,"0.1"
"326","scenario70","bayesglm",1460,375,0.256849315068493,0.0503417256292153,287.717123287671,155.841780821918,443.558904109589,560,300,0.4,"0.45",0.4,"0.05"
"327","scenario71","bayesglm",1460,367,0.251369863013699,0.0512107971019356,298.513698630137,160.682876712329,459.196575342466,580,300,0.4,"0.45",0.4,"0.05"
"328","scenario72","bayesglm",1460,385,0.263698630136986,0.0482212588812461,309.097260273973,166.564383561644,475.661643835616,600,300,0.4,"0.45",0.4,"0.05"
"329","scenario73","bayesglm",1460,383,0.262328767123288,0.0522070758090836,319.269178082192,171.945205479452,491.214383561644,620,300,0.4,"0.45",0.4,"0.05"
"330","scenario74","bayesglm",1460,408,0.279452054794521,0.0502844270483822,329.477397260274,177.848630136986,507.32602739726,640,300,0.4,"0.45",0.4,"0.05"
"331","scenario75","bayesglm",1460,417,0.285616438356164,0.0491444237942373,340.245205479452,182.961643835616,523.206849315068,660,300,0.4,"0.45",0.4,"0.05"
"332","scenario76","bayesglm",1460,473,0.323972602739726,0.0478043109822739,349.859589041096,188.351369863014,538.21095890411,680,300,0.4,"0.45",0.4,"0.05"
"333","scenario77","bayesglm",1460,431,0.295205479452055,0.0503977516562776,360.467808219178,194.66301369863,555.130821917808,700,300,0.4,"0.45",0.4,"0.05"
"334","scenario78","bayesglm",1460,458,0.313698630136986,0.0490452809310961,370.904109589041,199.477397260274,570.381506849315,720,300,0.4,"0.45",0.4,"0.05"
